user_id,age,gender,country,profession,primary_platform,platforms_used_count,daily_usage_hours,sessions_per_day,avg_session_duration_min,preferred_device,peak_usage_time,followers_count,following_count,posts_per_week,likes_given_per_day,comments_per_day,shares_per_day,dms_sent_per_day,preferred_content_type,scroll_speed,purchased_via_social_media,primary_purpose,sleep_disruption,notification_frequency,influencer_status,account_join_date,takes_social_media_breaks
USR00891,33,Female,Australia,Other,Facebook,1,1.2,6,12,Tablet,Late Night (12am+),278,31,4,17,3,3,7,Stories,Slow,Sometimes,Entertainment,Mild impact,Always On,No,02-02-2024,Yes
USR00892,31,Non-binary,USA,Student,Twitter/X,2,2.1,6,21,Smartphone,Evening (6-9pm),2831,75,3,17,4,1,7,Stories,Fast,Sometimes,Business/Marketing,Moderate impact,Selected,No,22-06-2022,No
USR00893,35,Male,USA,Freelancer,TikTok,2,0.9,5,10.8,Smartphone,Evening (6-9pm),368,145,6,18,5,1,8,Memes,Medium,Sometimes,Networking,Moderate impact,Off,No,15-06-2023,Yes
USR00894,36,Male,UK,Engineer,Snapchat,3,3.3,1,198,Tablet,Morning (6-10am),811,1263,5,16,2,1,7,Stories,Medium,Sometimes,Learning,Mild impact,Always On,No,03-06-2022,Occasionally
USR00895,38,Female,Brazil,Marketer,Instagram,1,7.6,6,76,Smartphone,Night (9pm-12am),10175,721,3,23,5,1,10,Memes,Medium,No,Learning,Moderate impact,Always On,Yes,14-02-2022,No
USR00896,32,Female,USA,Designer,TikTok,4,1.3,4,19.5,Smartphone,Night (9pm-12am),2632,1717,3,26,8,0,12,Educational,Fast,No,Entertainment,No impact,Always On,No,13-05-2022,Yes
USR00897,25,Female,Canada,Researcher,Twitter/X,4,0.7,6,7,Smartphone,Afternoon (12-4pm),71,1779,2,20,4,3,12,Entertainment,Medium,No,Entertainment,No impact,Off,No,09-02-2023,No
USR00898,28,Female,Pakistan,Teacher,TikTok,2,1.6,3,32,Smartphone,Evening (6-9pm),237,128,2,14,5,0,9,Videos,Medium,No,Business/Marketing,Mild impact,Always On,No,27-06-2024,Occasionally
USR00899,36,Male,India,Researcher,Facebook,4,2.2,6,22,Smartphone,Afternoon (12-4pm),6381,195,1,20,4,3,8,Reels/Shorts,Medium,Yes,Socializing,Moderate impact,Always On,No,21-09-2022,Yes
USR00900,20,Male,India,Researcher,Facebook,2,4.1,3,82,Smart TV,Morning (6-10am),858,149,0,21,3,5,7,Educational,Medium,Yes,Learning,Mild impact,Do Not Disturb,No,08-07-2022,Yes
USR00901,29,Male,USA,Engineer,Pinterest,1,2,5,24,Smartphone,Evening (6-9pm),84,109,6,22,5,1,9,Entertainment,Slow,No,Networking,Mild impact,Selected,No,11-11-2023,No
USR00902,23,Female,India,Engineer,TikTok,1,3.3,2,99,Smartphone,Morning (6-10am),152,26,1,26,5,3,10,Videos,Medium,Sometimes,Learning,No impact,Selected,No,08-09-2022,No
USR00903,27,Female,India,Engineer,Pinterest,1,1.8,4,27,Smartphone,Afternoon (12-4pm),2359,240,4,14,3,2,13,Videos,Slow,Yes,Learning,Mild impact,Selected,No,29-03-2022,No
USR00904,37,Female,Brazil,Engineer,Facebook,3,2.3,7,19.7,Tablet,Morning (6-10am),3983,52,4,26,3,0,6,Educational,Medium,Yes,Networking,Mild impact,Selected,No,02-08-2024,Occasionally
USR00905,28,Male,India,Other,TikTok,4,1.4,6,14,Tablet,Evening (6-9pm),686,234,1,21,7,4,9,Videos,Medium,Sometimes,Entertainment,No impact,Selected,No,14-04-2022,No
USR00906,27,Female,UAE,Teacher,Twitter/X,3,1.1,7,9.4,Smartphone,Afternoon (12-4pm),57271,3099,5,22,3,0,5,Reels/Shorts,Medium,Sometimes,News & Updates,Mild impact,Off,Yes,11-12-2022,Yes
USR00907,16,Male,Australia,Marketer,Facebook,5,4.2,6,42,Laptop,Late Night (12am+),2932,132,2,26,6,3,7,Memes,Medium,No,News & Updates,No impact,Always On,No,06-06-2024,Occasionally
USR00908,32,Male,UAE,Engineer,YouTube,4,1.9,2,57,Tablet,Evening (6-9pm),429,309,4,20,2,2,7,Entertainment,Slow,Yes,Socializing,No impact,Off,No,19-03-2024,Occasionally
USR00909,32,Female,Pakistan,Other,Instagram,5,3.5,1,210,Smartphone,Afternoon (12-4pm),153,726,1,17,4,1,5,Reels/Shorts,Fast,No,Socializing,Mild impact,Always On,No,13-10-2024,Occasionally
USR00910,44,Female,India,Other,Facebook,1,1.4,4,21,Desktop,Evening (6-9pm),115,342,3,26,3,1,4,Stories,Fast,Sometimes,Learning,No impact,Always On,No,02-03-2022,No
USR00911,24,Male,Canada,Researcher,Twitter/X,3,2.6,5,31.2,Smartphone,Night (9pm-12am),1216,347,8,16,2,3,9,Stories,Medium,Yes,News & Updates,Moderate impact,Selected,No,23-02-2024,No
USR00912,28,Female,Nigeria,Marketer,LinkedIn,3,0.5,2,15,Desktop,Evening (6-9pm),275,158,4,22,5,2,12,News,Fast,Yes,News & Updates,Mild impact,Do Not Disturb,No,23-05-2024,Yes
USR00913,28,Male,Australia,Engineer,TikTok,2,2,3,40,Smartphone,Late Night (12am+),13531,185,0,22,3,2,10,Photos,Fast,Sometimes,Entertainment,No impact,Selected,Yes,20-12-2022,Occasionally
USR00914,39,Male,UAE,Doctor,YouTube,1,1.5,6,15,Tablet,Afternoon (12-4pm),9314,77,4,17,1,1,9,Photos,Medium,No,News & Updates,Moderate impact,Always On,No,26-12-2023,No
USR00915,26,Female,Canada,Doctor,Facebook,2,5.3,9,35.3,Laptop,Late Night (12am+),2078,675,6,14,3,3,5,Entertainment,Slow,Sometimes,Business/Marketing,No impact,Selected,No,16-03-2023,Yes
USR00916,29,Male,Germany,Marketer,TikTok,1,1,6,10,Smartphone,Morning (6-10am),79,30,2,26,3,2,4,Videos,Medium,Sometimes,Learning,Mild impact,Off,No,19-01-2023,Yes
USR00917,31,Female,Germany,Engineer,Facebook,2,2.4,4,36,Laptop,Late Night (12am+),198,784,4,20,2,0,6,News,Medium,No,Socializing,Mild impact,Selected,No,18-07-2023,Yes
USR00918,28,Female,Australia,Marketer,Facebook,3,3.2,2,96,Smartphone,Morning (6-10am),6375,45,1,18,5,0,7,Stories,Fast,No,Entertainment,Severe impact,Always On,No,28-07-2023,No
USR00919,23,Female,UAE,Teacher,Facebook,3,4.9,6,49,Laptop,Afternoon (12-4pm),241,776,1,15,1,0,9,Videos,Medium,No,Business/Marketing,No impact,Selected,No,02-07-2024,Occasionally
USR00920,28,Female,India,Researcher,YouTube,2,4.5,7,38.6,Smartphone,Evening (6-9pm),5013,160,2,19,5,1,10,Memes,Fast,Yes,Socializing,No impact,Selected,No,01-11-2022,Yes
USR00921,35,Female,Canada,Teacher,Facebook,2,2.5,2,75,Smartphone,Afternoon (12-4pm),1562,55,2,13,3,0,8,Reels/Shorts,Medium,No,Business/Marketing,No impact,Always On,No,12-03-2022,Yes
USR00922,18,Male,UAE,Engineer,Snapchat,4,2.7,6,27,Smartphone,Afternoon (12-4pm),730,490,4,19,3,2,4,Photos,Fast,Sometimes,Socializing,Mild impact,Do Not Disturb,No,19-05-2023,Occasionally
USR00923,28,Female,Pakistan,Other,Facebook,3,5.3,8,39.8,Smartphone,Late Night (12am+),187,745,3,22,5,2,7,Educational,Medium,Yes,Socializing,No impact,Selected,No,28-08-2023,Occasionally
USR00924,21,Female,India,Marketer,LinkedIn,5,2.5,4,37.5,Smartphone,Night (9pm-12am),561,144,1,17,2,1,10,Reels/Shorts,Medium,Yes,Entertainment,Mild impact,Always On,No,18-10-2024,Yes
USR00925,36,Male,UAE,Other,Facebook,5,2.9,6,29,Smartphone,Evening (6-9pm),935,580,5,21,6,4,9,Videos,Medium,No,Learning,Moderate impact,Off,No,23-04-2024,Yes
USR00926,14,Male,Pakistan,Researcher,TikTok,1,5.4,6,54,Laptop,Morning (6-10am),4266,15,6,24,4,2,7,Photos,Fast,Yes,Entertainment,No impact,Selected,No,08-09-2024,Yes
USR00927,22,Male,USA,Entrepreneur,Twitter/X,4,9.9,1,594,Tablet,Afternoon (12-4pm),135,50,3,16,6,1,8,Videos,Fast,Yes,Networking,Severe impact,Selected,No,05-05-2022,No
USR00928,30,Female,Nigeria,Student,Facebook,2,3.1,7,26.6,Smartphone,Afternoon (12-4pm),414,1153,3,23,2,1,5,Videos,Medium,Yes,Entertainment,Mild impact,Selected,No,29-06-2022,Yes
USR00929,39,Male,India,Student,YouTube,5,3.7,6,37,Smartphone,Evening (6-9pm),721,187,3,21,6,2,4,Memes,Medium,No,Socializing,Mild impact,Off,No,27-07-2023,Occasionally
USR00930,26,Male,India,Other,Instagram,1,4.4,5,52.8,Smartphone,Night (9pm-12am),2192,26,5,25,4,3,14,Educational,Medium,No,Learning,Mild impact,Do Not Disturb,No,24-02-2024,No
USR00931,22,Male,Pakistan,Engineer,TikTok,3,5.4,3,108,Smartphone,Evening (6-9pm),129,105,2,23,11,3,8,Photos,Fast,Yes,Networking,No impact,Always On,No,09-10-2022,Occasionally
USR00932,42,Female,Pakistan,Marketer,YouTube,3,5,7,42.9,Smartphone,Morning (6-10am),62,80,3,26,8,1,10,Memes,Medium,No,Learning,Mild impact,Always On,No,08-05-2024,No
USR00933,15,Prefer not to say,Australia,Teacher,Instagram,5,1.7,4,25.5,Laptop,Morning (6-10am),2237,200,4,22,4,0,8,Reels/Shorts,Medium,Yes,Learning,Mild impact,Selected,No,13-02-2023,No
USR00934,13,Female,USA,Teacher,Instagram,1,3.2,2,96,Smartphone,Afternoon (12-4pm),43,156,3,15,3,2,6,Stories,Fast,No,Entertainment,No impact,Selected,No,12-12-2024,Occasionally
USR00935,30,Male,Pakistan,Entrepreneur,Twitter/X,3,5,7,42.9,Smartphone,Night (9pm-12am),6720,303,3,27,3,2,11,Stories,Medium,Yes,Business/Marketing,Moderate impact,Selected,No,26-05-2023,No
USR00936,22,Female,Germany,Entrepreneur,Pinterest,1,6.1,5,73.2,Smartphone,Night (9pm-12am),502,225,3,15,4,0,5,Educational,Medium,No,Networking,Moderate impact,Selected,No,09-02-2022,Yes
USR00937,18,Prefer not to say,Australia,Freelancer,Twitter/X,3,2.4,8,18,Smartphone,Night (9pm-12am),41,1250,0,13,2,0,10,Memes,Fast,No,Entertainment,Mild impact,Do Not Disturb,No,23-02-2024,No
USR00938,32,Female,Pakistan,Student,LinkedIn,3,3.2,7,27.4,Laptop,Evening (6-9pm),280,407,0,18,3,3,9,Educational,Fast,Yes,Entertainment,Mild impact,Always On,No,06-01-2024,Occasionally
USR00939,28,Female,Pakistan,Doctor,Snapchat,3,3.4,5,40.8,Smartphone,Late Night (12am+),1316,423,3,21,3,2,8,Stories,Slow,Yes,News & Updates,Mild impact,Always On,No,09-09-2024,No
USR00940,22,Male,USA,Other,TikTok,2,2.7,4,40.5,Smartphone,Morning (6-10am),254,990,6,23,3,4,11,Reels/Shorts,Fast,Yes,Networking,No impact,Selected,No,19-09-2024,No
USR00941,16,Male,UAE,Designer,Snapchat,2,3.1,3,62,Desktop,Evening (6-9pm),689,153,6,7,1,2,7,News,Slow,No,Entertainment,No impact,Always On,No,06-12-2023,Occasionally
USR00942,33,Male,Pakistan,Student,Twitter/X,1,12,9,80,Laptop,Evening (6-9pm),2520,53,2,17,7,1,10,Entertainment,Medium,Sometimes,Socializing,Mild impact,Selected,No,25-10-2024,Occasionally
USR00943,32,Male,India,Other,YouTube,3,2.3,4,34.5,Laptop,Afternoon (12-4pm),462,1041,5,18,7,3,11,Memes,Medium,Sometimes,Networking,No impact,Selected,No,21-10-2023,No
USR00944,26,Male,India,Engineer,YouTube,1,2.4,8,18,Smartphone,Afternoon (12-4pm),123,288,2,23,5,1,9,Memes,Fast,No,Learning,No impact,Do Not Disturb,No,06-03-2024,No
USR00945,41,Female,USA,Teacher,TikTok,5,0.6,4,9,Smartphone,Afternoon (12-4pm),388,289,3,24,4,2,10,Videos,Fast,Sometimes,Socializing,No impact,Always On,No,08-07-2023,Yes
USR00946,18,Male,USA,Teacher,Instagram,3,0.5,2,15,Smartphone,Night (9pm-12am),8490,114,0,20,1,3,15,Stories,Slow,Sometimes,Entertainment,Moderate impact,Do Not Disturb,No,04-01-2023,Occasionally
USR00947,14,Male,Pakistan,Freelancer,Pinterest,3,3.6,2,108,Laptop,Afternoon (12-4pm),13809,116,2,17,3,0,8,Photos,Fast,Sometimes,Business/Marketing,No impact,Always On,Yes,23-02-2022,Occasionally
USR00948,21,Female,Australia,Marketer,Instagram,1,5,5,60,Smartphone,Late Night (12am+),17,675,4,31,3,3,5,Stories,Medium,No,Learning,No impact,Selected,No,16-10-2023,Yes
USR00949,26,Female,India,Freelancer,Pinterest,1,4.4,8,33,Tablet,Late Night (12am+),4740,797,3,27,4,2,12,Videos,Fast,Sometimes,Business/Marketing,Mild impact,Always On,No,25-03-2023,Yes
USR00950,28,Female,Pakistan,Entrepreneur,Snapchat,5,1.4,5,16.8,Smartphone,Night (9pm-12am),1043,626,6,21,3,3,6,Entertainment,Medium,No,Networking,Mild impact,Do Not Disturb,No,02-03-2022,Yes
USR00951,25,Female,Canada,Teacher,YouTube,5,4.3,6,43,Tablet,Evening (6-9pm),3509,633,4,16,3,0,7,News,Fast,No,Networking,No impact,Do Not Disturb,No,30-07-2023,Occasionally
USR00952,29,Female,UK,Researcher,Pinterest,1,2.4,3,48,Smartphone,Evening (6-9pm),246,484,4,27,3,1,11,Educational,Slow,Sometimes,Learning,Severe impact,Selected,No,30-04-2022,Yes
USR00953,16,Female,UAE,Marketer,Pinterest,2,2,5,24,Laptop,Afternoon (12-4pm),27,286,5,21,1,4,8,Photos,Fast,Sometimes,Entertainment,No impact,Off,No,24-08-2024,No
USR00954,38,Female,Canada,Designer,YouTube,4,0.9,8,6.8,Smartphone,Afternoon (12-4pm),1904,198,5,14,8,0,9,Memes,Slow,No,Business/Marketing,Severe impact,Selected,No,20-12-2024,Occasionally
USR00955,26,Male,Brazil,Freelancer,TikTok,5,1.5,4,22.5,Smartphone,Morning (6-10am),122,1045,0,18,5,4,9,Stories,Medium,Yes,News & Updates,No impact,Do Not Disturb,No,03-01-2024,Occasionally
USR00956,35,Female,USA,Freelancer,YouTube,4,3.6,5,43.2,Laptop,Afternoon (12-4pm),54,156,4,15,6,1,10,News,Fast,Yes,Business/Marketing,No impact,Always On,No,22-04-2023,Yes
USR00957,29,Male,USA,Doctor,Instagram,5,3.2,1,192,Smartphone,Evening (6-9pm),61,381,2,14,8,3,9,Educational,Fast,No,Business/Marketing,Severe impact,Always On,No,23-11-2022,Yes
USR00958,30,Prefer not to say,Australia,Doctor,Twitter/X,5,2.9,5,34.8,Smartphone,Late Night (12am+),1961,93,3,23,2,1,10,News,Fast,No,Socializing,Mild impact,Do Not Disturb,No,25-07-2022,Occasionally
USR00959,31,Female,Pakistan,Researcher,Twitter/X,5,0.5,6,5,Smartphone,Afternoon (12-4pm),854,110,5,18,5,2,9,Educational,Slow,No,News & Updates,Moderate impact,Always On,No,23-05-2023,Yes
USR00960,30,Male,Pakistan,Teacher,Facebook,5,2.9,3,58,Smartphone,Evening (6-9pm),2720,184,2,24,5,4,9,Photos,Medium,Sometimes,Entertainment,Moderate impact,Do Not Disturb,No,09-05-2023,Yes
USR00961,32,Female,UAE,Doctor,Facebook,2,1.7,6,17,Smartphone,Afternoon (12-4pm),2217,93,3,13,1,3,7,Stories,Fast,No,Networking,No impact,Selected,No,30-06-2023,Occasionally
USR00962,37,Female,Germany,Freelancer,Facebook,2,3.2,5,38.4,Tablet,Night (9pm-12am),311,637,2,14,4,2,7,Stories,Slow,No,Socializing,Moderate impact,Off,No,28-12-2024,Occasionally
USR00963,28,Female,Brazil,Doctor,Snapchat,4,5.5,5,66,Smartphone,Evening (6-9pm),585,48,6,20,7,4,4,Stories,Fast,Yes,Learning,No impact,Off,No,25-04-2022,No
USR00964,32,Female,Germany,Marketer,LinkedIn,1,1.9,6,19,Smartphone,Evening (6-9pm),264,275,1,28,5,3,3,Educational,Medium,No,News & Updates,Mild impact,Selected,No,26-03-2023,No
USR00965,26,Male,Pakistan,Entrepreneur,Instagram,4,2.8,6,28,Laptop,Morning (6-10am),455,286,2,22,3,1,9,Videos,Fast,Sometimes,Learning,No impact,Selected,No,06-03-2024,No
USR00966,38,Male,Pakistan,Entrepreneur,TikTok,2,8.1,7,69.4,Smartphone,Evening (6-9pm),116,27,3,23,5,3,10,News,Medium,Sometimes,Socializing,Mild impact,Always On,No,28-12-2023,Occasionally
USR00967,21,Male,UAE,Designer,Instagram,2,3.1,6,31,Smartphone,Morning (6-10am),1343,144,4,26,2,3,4,Videos,Medium,Sometimes,Learning,Moderate impact,Always On,No,22-12-2022,Occasionally
USR00968,41,Male,Australia,Student,Snapchat,3,2.6,5,31.2,Smartphone,Night (9pm-12am),4606,332,1,20,2,2,4,Reels/Shorts,Fast,Yes,Business/Marketing,Moderate impact,Selected,No,27-12-2022,No
USR00969,26,Female,Brazil,Other,Twitter/X,3,1.4,6,14,Smartphone,Evening (6-9pm),152,409,2,18,5,4,11,Educational,Medium,Yes,Entertainment,Mild impact,Always On,No,30-04-2023,No
USR00970,15,Female,Pakistan,Student,LinkedIn,5,4.3,6,43,Smartphone,Morning (6-10am),6676,191,2,20,4,2,7,Videos,Fast,No,News & Updates,No impact,Always On,No,14-10-2023,Occasionally
USR00971,28,Male,India,Doctor,TikTok,3,1.2,5,14.4,Smartphone,Evening (6-9pm),815,551,2,18,4,2,9,Videos,Medium,Sometimes,Learning,No impact,Always On,No,05-01-2024,Occasionally
USR00972,21,Female,USA,Other,Instagram,1,5.6,10,33.6,Smartphone,Evening (6-9pm),1026,214,3,19,4,3,6,Reels/Shorts,Fast,Yes,Learning,Moderate impact,Always On,No,27-02-2022,Yes
USR00973,33,Male,UK,Other,Snapchat,4,4,4,60,Tablet,Night (9pm-12am),31,248,3,22,1,3,9,Entertainment,Fast,Sometimes,Entertainment,Severe impact,Do Not Disturb,No,22-12-2023,Yes
USR00974,21,Female,Canada,Student,LinkedIn,4,1.7,8,12.8,Smartphone,Late Night (12am+),25,330,0,16,9,3,12,Memes,Fast,No,Socializing,Moderate impact,Always On,No,19-10-2022,No
USR00975,23,Male,Pakistan,Teacher,TikTok,2,1.4,6,14,Tablet,Afternoon (12-4pm),862,744,5,20,2,2,8,Reels/Shorts,Fast,No,Learning,No impact,Do Not Disturb,No,21-01-2023,No
USR00976,13,Female,UAE,Researcher,TikTok,4,1.5,4,22.5,Smartphone,Evening (6-9pm),2755,108,4,29,5,2,8,Stories,Medium,Sometimes,Entertainment,No impact,Always On,No,05-10-2024,Yes
USR00977,23,Male,India,Researcher,Instagram,1,0.6,5,7.2,Smartphone,Night (9pm-12am),198,136,4,24,5,2,6,Entertainment,Fast,No,Networking,Mild impact,Always On,No,25-09-2023,Yes
USR00978,13,Female,Pakistan,Researcher,LinkedIn,3,3.5,4,52.5,Smartphone,Night (9pm-12am),13442,109,0,26,2,4,5,Videos,Fast,Sometimes,Entertainment,Moderate impact,Selected,Yes,26-12-2022,No
USR00979,14,Male,Australia,Designer,TikTok,3,0.5,6,5,Laptop,Afternoon (12-4pm),2497,164,3,15,2,2,8,Educational,Medium,No,News & Updates,Mild impact,Do Not Disturb,No,01-10-2024,Occasionally
USR00980,33,Female,USA,Engineer,Twitter/X,1,2.5,2,75,Smartphone,Morning (6-10am),129,1354,4,15,3,1,12,Videos,Fast,Sometimes,Business/Marketing,Moderate impact,Do Not Disturb,No,19-03-2022,No
USR00981,33,Female,USA,Researcher,Instagram,3,2.3,2,69,Laptop,Night (9pm-12am),703,486,2,21,5,1,7,Reels/Shorts,Medium,No,Business/Marketing,No impact,Always On,No,04-07-2022,Yes
USR00982,30,Female,Germany,Other,Snapchat,5,2.1,9,14,Laptop,Morning (6-10am),57438,62,1,17,11,0,9,Stories,Slow,Sometimes,Networking,No impact,Selected,Yes,26-04-2022,Occasionally
USR00983,19,Male,India,Other,Instagram,4,3.5,1,210,Smartphone,Afternoon (12-4pm),71,119,2,24,6,3,5,Photos,Medium,No,Networking,Severe impact,Do Not Disturb,No,22-04-2023,Yes
USR00984,26,Male,Germany,Designer,Twitter/X,3,1.7,3,34,Laptop,Evening (6-9pm),1721,382,4,22,3,2,7,News,Fast,No,News & Updates,Moderate impact,Selected,No,25-03-2023,No
USR00985,26,Male,USA,Researcher,Facebook,4,2.9,4,43.5,Smartphone,Afternoon (12-4pm),372,82,3,18,4,7,8,Videos,Medium,Yes,Networking,Moderate impact,Selected,No,10-02-2022,No
USR00986,17,Male,UK,Student,YouTube,1,5.6,3,112,Laptop,Night (9pm-12am),2374,102,2,15,3,2,8,Reels/Shorts,Medium,Yes,Socializing,Mild impact,Selected,No,14-12-2024,Occasionally
USR00987,39,Female,Pakistan,Engineer,LinkedIn,3,3.8,2,114,Laptop,Evening (6-9pm),6509,1228,2,18,4,1,11,Reels/Shorts,Medium,No,Learning,Mild impact,Selected,No,05-09-2024,Occasionally
USR00988,34,Female,USA,Other,TikTok,5,1.9,6,19,Smartphone,Morning (6-10am),331,117,3,21,1,1,13,Entertainment,Medium,Yes,Learning,Moderate impact,Selected,No,02-01-2022,Occasionally
USR00989,25,Male,Canada,Entrepreneur,YouTube,5,2.6,2,78,Laptop,Afternoon (12-4pm),4984,769,2,14,3,2,2,Photos,Medium,Yes,News & Updates,Mild impact,Do Not Disturb,No,11-11-2023,Occasionally
USR00990,27,Male,USA,Teacher,Instagram,1,2.1,7,18,Smartphone,Afternoon (12-4pm),36248,1103,3,20,3,1,5,Educational,Medium,No,Business/Marketing,Moderate impact,Off,Yes,17-02-2023,No
USR00991,28,Male,UAE,Student,TikTok,5,2.3,10,13.8,Smartphone,Late Night (12am+),749,101,1,24,2,2,5,Memes,Fast,Sometimes,Socializing,Mild impact,Selected,No,25-09-2022,No
USR00992,13,Female,Pakistan,Other,Instagram,1,3,1,180,Smartphone,Evening (6-9pm),2732,84,5,20,3,3,10,Reels/Shorts,Medium,No,Networking,Severe impact,Always On,No,29-11-2023,No
USR00993,25,Female,Canada,Teacher,Twitter/X,5,0.8,2,24,Smartphone,Evening (6-9pm),229,175,1,18,5,1,9,Memes,Medium,No,Socializing,Mild impact,Off,No,30-12-2022,Occasionally
USR00994,21,Female,USA,Entrepreneur,TikTok,3,0.7,4,10.5,Laptop,Night (9pm-12am),688,66,3,20,2,2,7,Stories,Medium,Yes,Entertainment,No impact,Do Not Disturb,No,25-10-2023,No
USR00995,18,Female,India,Marketer,LinkedIn,4,1.3,4,19.5,Smartphone,Evening (6-9pm),483,282,3,24,3,2,7,Educational,Fast,Yes,Business/Marketing,No impact,Selected,No,02-05-2022,No
USR00996,24,Male,Germany,Student,Instagram,4,3.6,8,27,Smartphone,Late Night (12am+),2791,191,2,13,7,2,9,Stories,Medium,No,News & Updates,Severe impact,Selected,No,14-02-2022,No
USR00997,41,Male,USA,Researcher,TikTok,2,3.9,6,39,Smartphone,Evening (6-9pm),5816,377,2,18,3,2,10,Memes,Medium,Sometimes,Networking,Mild impact,Do Not Disturb,No,30-10-2022,Yes
USR00998,32,Male,USA,Researcher,Twitter/X,4,4.3,2,129,Smartphone,Morning (6-10am),546,1308,3,14,5,2,10,Entertainment,Fast,Sometimes,Business/Marketing,No impact,Do Not Disturb,No,18-10-2022,No
USR00999,22,Male,USA,Student,LinkedIn,5,1.4,6,14,Smartphone,Night (9pm-12am),10514,652,4,17,2,3,5,Memes,Slow,Sometimes,Entertainment,No impact,Do Not Disturb,Yes,16-08-2022,Yes
USR01000,31,Female,Australia,Teacher,Snapchat,2,2.8,8,21,Smartphone,Night (9pm-12am),10447,440,3,25,2,2,11,Entertainment,Slow,Yes,News & Updates,No impact,Off,Yes,13-12-2024,No
USR01001,38,Male,Germany,Student,Instagram,2,2,8,15,Smartphone,Afternoon (12-4pm),3054,23,0,14,6,1,8,Educational,Medium,No,Networking,No impact,Selected,No,18-01-2024,Occasionally
USR01002,34,Female,USA,Student,Facebook,3,2.4,2,72,Laptop,Night (9pm-12am),262,416,2,23,3,1,5,Photos,Medium,No,Business/Marketing,Severe impact,Always On,No,29-05-2022,Yes
USR01003,27,Female,Pakistan,Doctor,Twitter/X,3,2,5,24,Smartphone,Afternoon (12-4pm),221,1933,1,17,7,4,8,Entertainment,Medium,Sometimes,Socializing,Mild impact,Selected,No,05-02-2024,No
USR01004,21,Non-binary,Pakistan,Researcher,Pinterest,3,3.1,4,46.5,Tablet,Night (9pm-12am),154,6,1,20,2,2,8,Videos,Medium,Sometimes,Socializing,No impact,Do Not Disturb,No,21-03-2024,Yes
USR01005,32,Male,Pakistan,Engineer,TikTok,5,1.6,3,32,Smartphone,Evening (6-9pm),3672,559,3,23,5,2,6,Photos,Medium,Sometimes,Socializing,Moderate impact,Selected,No,26-07-2022,Yes
USR01006,30,Male,Germany,Engineer,TikTok,5,5.3,8,39.8,Smartphone,Night (9pm-12am),75,202,2,25,2,0,10,Memes,Fast,No,Socializing,Moderate impact,Do Not Disturb,No,21-11-2023,Yes
USR01007,34,Female,Brazil,Entrepreneur,Instagram,5,5.3,3,106,Smartphone,Morning (6-10am),2249,88,2,20,7,2,8,Educational,Medium,No,Business/Marketing,Severe impact,Always On,No,11-09-2023,Yes
USR01008,32,Female,Pakistan,Entrepreneur,Instagram,4,3.5,7,30,Smartphone,Afternoon (12-4pm),95,639,3,18,4,0,10,Entertainment,Medium,Sometimes,Business/Marketing,Moderate impact,Do Not Disturb,No,23-10-2023,Occasionally
USR01009,35,Female,India,Marketer,Snapchat,1,4.9,2,147,Smartphone,Morning (6-10am),2928,1903,2,20,4,1,9,Educational,Slow,No,Socializing,No impact,Always On,No,07-10-2022,No
USR01010,22,Female,Nigeria,Designer,Twitter/X,3,0.8,1,48,Desktop,Morning (6-10am),686,620,3,22,4,2,4,Photos,Medium,Sometimes,Networking,Severe impact,Do Not Disturb,No,19-11-2022,Yes
USR01011,37,Male,Pakistan,Freelancer,Facebook,2,5.5,5,66,Smartphone,Night (9pm-12am),7336,156,3,24,6,2,5,Reels/Shorts,Medium,Yes,Networking,Moderate impact,Selected,No,13-06-2024,No
USR01012,28,Female,Pakistan,Teacher,Facebook,2,3.3,4,49.5,Smartphone,Night (9pm-12am),5190,78,2,13,6,3,7,Educational,Medium,Sometimes,Socializing,No impact,Off,No,24-09-2024,Occasionally
USR01013,43,Male,Canada,Entrepreneur,Facebook,2,1.7,4,25.5,Smartphone,Morning (6-10am),8805,291,4,23,6,3,6,Entertainment,Fast,Sometimes,Learning,No impact,Selected,No,12-10-2023,No
USR01014,21,Female,UAE,Marketer,Instagram,1,1.5,4,22.5,Smartphone,Evening (6-9pm),9223,697,2,24,8,1,14,News,Fast,No,Business/Marketing,Severe impact,Do Not Disturb,No,23-12-2022,Occasionally
USR01015,40,Male,UAE,Designer,YouTube,5,6.6,3,132,Laptop,Late Night (12am+),861,153,3,21,5,1,7,Memes,Fast,Sometimes,Socializing,No impact,Always On,No,01-01-2024,Occasionally
USR01016,28,Male,Brazil,Engineer,TikTok,5,4.4,1,264,Smartphone,Morning (6-10am),82,172,2,21,5,2,4,Stories,Medium,Sometimes,News & Updates,No impact,Do Not Disturb,No,03-04-2023,Occasionally
USR01017,21,Female,Pakistan,Researcher,Instagram,5,2.3,2,69,Smartphone,Evening (6-9pm),100,7232,2,18,6,5,7,Reels/Shorts,Medium,No,Entertainment,Mild impact,Selected,No,26-12-2022,Yes
USR01018,23,Male,UAE,Student,Twitter/X,2,0.8,3,16,Smartphone,Evening (6-9pm),15,892,2,18,3,0,10,News,Slow,Sometimes,Entertainment,Moderate impact,Selected,No,14-02-2024,No
